taxon,gi,ena,description
416276,157844817,CP000684.1,"Rickettsia massiliae MTU5 plasmid pRMA, complete sequence
"
2371,294679296,GU938458.1,"Xylella fastidiosa strain Riv16 plasmid pXF-RIV16, complete sequence
"
1282,260066168,GQ900466.1,"Staphylococcus epidermidis plasmid SAP110B, complete sequence
"
592146,222160842,FJ626843.1,"Shewanella sp. 33B plasmid pSFKW33, complete sequence
"
135742,154818276,EU043115.1,"Paracoccus methylutens strain DM12 plasmid pMTH1, complete sequence
"
349101,126106620,CP000579.1,"Rhodobacter sphaeroides ATCC 17029 plasmid pRSPH01, complete sequence
"
1265,726294,U22411.1,"Ruminococcus flavefaciens R13e2 cryptic plasmid pBAW301, complete sequence
"
63612,68696919,AJ868433.1,"Sodalis glossinidius pSG1 plasmid from Glossina austeni
"
672,152955010,AM293858.1,"Vibrio vulnificus pR99 plasmid
"
777,4928230,AF131076.1,"Coxiella burnetii strain R1140 plasmid QpDV, complete sequence
"
405955,99867038,DQ517526.1,"Escherichia coli APEC O1 plasmid pAPEC-O1-R, complete sequence
"
519049,219694555,CP001317.1,"Borrelia garinii Far04 plasmid Far04_lp25, complete sequence
"
1064539,356880388,HE577329.1,"Azospirillum brasilense Sp245 plasmid AZOBR_p2 complete genome
"
1351,330689853,CP002208.2,"Enterococcus faecalis strain EF-01 plasmid pEF-01, complete sequence
"
444612,239920834,"CM000771.1 Rickettsia endosymbiont of Ixodes scapularis plasmid pREIS1, complete sequence, whole genome shotgun sequence
","Rickettsia endosymbiont of Ixodes scapularis plasmid pREIS1, complete sequence, whole genome shotgun sequence
"
215689,310768392,CP002128.1,"Erwinia sp. Ejp617 plasmid pJE04, complete sequence
"
77133,257735368,FN429765.1,"Uncultured bacterium plasmid pTRACA18 complete sequence
"
77133,54969559,AJ639924.1,"Uncultured bacterium plasmid pB3 complete genome
"
314723,106534291,CP000279.1,"Borrelia hermsii DAH plasmid fragment 1029, complete sequence
"
1280,260066128,GQ900426.1,"Staphylococcus aureus plasmid SAP074A, complete sequence
"
476212,225546072,CP001491.1,"Borrelia burgdorferi 94a plasmid 94a_cp32-11, complete sequence
"
409438,209915447,AP009245.1,"Escherichia coli SE11 plasmid pSE11-5 DNA, complete sequence
"
216596,115259558,AM236081.1,"Rhizobium leguminosarum bv. viciae plasmid pRL7 complete genome, strain 3841
"
545693,294351945,CP001986.1,"Bacillus megaterium QM B1551 plasmid pBM300, complete sequence
"
1615909,770470261,AP014817.1,"Geminocystis sp. NIES-3708 plasmid pGM02 DNA, complete genome
"
300852,55773356,AP008227.1,"Thermus thermophilus HB8 plasmid pTT27 DNA, complete sequence
"
343509,84780931,AP008233.1,"Sodalis glossinidius str. 'morsitans' plasmid pSG1, complete sequence
"
1307,5816666,AB019522.1,"Streptococcus suis plasmid pSSU1 DNA, complete sequence
"
1142394,381388547,AP012339.1,"Phycisphaera mikurensis NBRC 102666 plasmid pPSMK1 DNA, complete genome
"
264203,285026767,CP001883.1,"Zymomonas mobilis subsp. mobilis ZM4 plasmid pZZM403, complete sequence
"
35772,31335127,AY270152.1,"Peanut witches'-broom phytoplasma plasmid pPNWB, complete sequence
"
524386,222349942,FJ613505.1,"Pedobacter sp. BG5 plasmid pMWHK01, complete sequence
"
644,197360837,EU925817.1,"Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence
"
668,42794283,AY465897.1,"Vibrio fischeri plasmid pES213, complete sequence
"
1137651,471213755,CP003779.1,"Xanthomonas citri subsp. citri Aw12879 plasmid pXcaw19, complete genome
"
243161,7190951,TIGR,"Chlamydia muridarum Nigg plasmid pMoPn, complete sequence
"
634459,256656553,AP011176.1,"Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-060 DNA, complete genome
"
622759,258553489,CP001725.1,"Zymomonas mobilis subsp. mobilis NCIMB 11163 plasmid pZA1003, complete sequence
"
282459,49168429,BX571858.1,"Staphylococcus aureus plasmid pSAS, complete genome
"
412419,201084418,CP000983.1,"Borrelia duttonii Ly plasmid pl27, complete sequence
"
398511,288548401,CGS-ASRI,"Bacillus pseudofirmus OF4 plasmid pBpOF4-02, complete sequence
"
272569,55229005,AY596294.1,"Haloarcula marismortui ATCC 43049 plasmid pNG500, complete sequence
"
132264,56089903,AY822042.1,"Bacillus thuringiensis serovar darmstadiensis plasmid pBMBt1, complete sequence
"
537457,189916540,CP001094.1,"Actinobacillus pleuropneumoniae serovar 7 str. AP76 plasmid APP7_A, complete sequence
"
318586,119377815,CP000491.1,"Paracoccus denitrificans PD1222 plasmid 1, complete sequence
"
387344,116100226,CP000418.1,"Lactobacillus brevis ATCC 367 plasmid 2, complete sequence
"
562,283140338,GQ374157.1,"Escherichia coli plasmid pEC14-9, complete sequence
"
645,15822661,AY043299.1,"Aeromonas salmonicida plasmid pRAS3.2, complete sequence
"
90371,37962716,AY333434.1,"Salmonella typhimurium plasmid pU302L, complete sequence
"
1352,40715890,AY425961.1,"Enterococcus faecium plasmid pJB01, complete sequence
"
269482,134132180,CP000618.1,"Burkholderia vietnamiensis G4 plasmid pBVIE02, complete sequence
"
264198,72123597,CP000093.1,"Ralstonia eutropha JMP134 plasmid 1, complete sequence
"
476211,221237514,CP001378.1,"Borrelia burgdorferi 72a plasmid 72a_lp32-3, complete sequence
"
224326,6435844,TIGR,"Borrelia burgdorferi B31 plasmid lp5, complete sequence
"
582402,254044027,CP001679.1,"Hirschia baltica ATCC 49814 plasmid pHbal01, complete sequence
"
1596,219686341,AB436615.1,"Lactobacillus gasseri plasmid pLgLA39 DNA, complete sequence, strain: LA39
"
762608,297374468,FN822748.1,"Escherichia coli ETEC 1392/75 plasmid p746 complete sequence
"
521008,247552979,CP001652.1,"Borrelia burgdorferi JD1 plasmid JD1_lp54, complete sequence
"
634458,256653254,AP011165.1,"Acetobacter pasteurianus IFO 3283-01-42C plasmid pAPA42C_020 DNA, complete genome
"
1280,1731451,U38429.1,"Staphylococcus aureus chloramphenicol resistance plasmid pKH7, complete sequence
"
445984,226202120,CP001566.1,"Borrelia burgdorferi Bol26 plasmid Bol26_lp28-9, complete sequence
"
395492,209538856,CP001193.1,"Rhizobium leguminosarum bv. trifolii WSM2304 plasmid pRLG202, complete sequence
"
471223,239809038,CP001640.1,"Geobacillus sp. WCH70 plasmid pWCH7002, complete sequence
"
192955,301130304,CP002089.1,"Salmonella enterica subsp. enterica serovar Kentucky plasmid pSSAP03302A, complete sequence
"
1749,7635898,AJ250233.1,"Propionibacterium jensenii plasmid pLME106
"
77133,84094946,AM048832.1,"Uncultured bacterium mercury resistance plasmid pTP6
"
927704,381367825,AP012294.1,"Selenomonas ruminantium subsp. lactilytica TAM6421 plasmid pSRC4 DNA, complete genome
"
632,2996286,AF053947.1,"Yersinia pestis strain KIM5 plasmid pMT1, complete sequence
"
1282,260066162,GQ900460.1,"Staphylococcus epidermidis plasmid SAP108C, complete sequence
"
1352,110617844,DQ832184.1,"Enterococcus faecium strain L50 plasmid pCIZ2, complete sequence
"
498743,219693945,CP001302.1,"Borrelia garinii PBr plasmid PBr_lp36, complete sequence
"
272626,16415787,AL592102.1,"Listeria innocua Clip11262 plasmid pLI100, complete sequence
"
434922,154357066,CP000735.1,"Coxiella burnetii Dugway 5J108-111 plasmid pQpDG, complete sequence
"
2248,27462299,AF389188.1,"Halorubrum saccharovorum plasmid pZMX101, complete sequence
"
927704,381367976,AP012297.1,"Selenomonas ruminantium subsp. lactilytica TAM6421 plasmid pSRC8 DNA, complete genome
"
1590,4520351,AB024514.1,"Lactobacillus plantarum plasmid pLTK2, complete sequence
"
33964,225380895,FJ040197.1,"Leuconostoc citreum strain C4 plasmid pCC3, complete sequence
"
315749,152026440,CP000765.1,"Bacillus cereus subsp. cytotoxis NVH 391-98 plasmid pBC9801, complete sequence
"
632,3822037,AF074612.1,"Yersinia pestis strain KIM5 plasmid pCD1, complete sequence
"
269482,134132802,CP000617.1,"Burkholderia vietnamiensis G4 plasmid pBVIE01, complete sequence
"
331111,157076671,CP000799.1,"Escherichia coli E24377A plasmid pETEC_74, complete sequence
"
1590,209915788,FJ375766.1,"Lactobacillus plantarum plasmid pLP2111, complete sequence
"
498738,226201491,CP001545.1,"Borrelia burgdorferi 29805 plasmid 29805_cp32-12, complete sequence
"
360116,164601696,CP000914.1,"Coxiella burnetii 'MSU Goat Q177' plasmid QpRS, complete sequence
"
1423,56606375,AY836798.1,"Bacillus subtilis plasmid pBS608, complete sequence
"
585396,257767482,AP010961.1,"Escherichia coli O111:H- str. 11128 plasmid pO111_1 DNA, complete sequence
"
45462,601879,D43692.1,"Brevibacillus borstelensis plasmid pHT926 DNA, complete sequence
"
272943,551621002,CP000147.2,"Rhodobacter sphaeroides 2.4.1 plasmid D, complete sequence
"
316401,266265480,AP010910.1,"Escherichia coli ETEC H10407 plasmid pEntH10407 DNA, complete genome
"
678601,260066088,GQ900386.1,"Staphylococcus sp. CDC3 plasmid SAP020A, complete sequence
"
1230587,407322769,HE995408.1,"Sinorhizobium meliloti Rm41 plasmid pSYMB complete sequence
"
439851,197936152,CP001143.1,"Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853 plasmid pCT02021853_74, complete sequence
"
585395,257762441,AP010959.1,"Escherichia coli O103:H2 str. 12009 plasmid pO103 DNA, complete sequence
"
445983,219693127,CP001274.1,"Borrelia burgdorferi 156a plasmid 156a_lp28-5, complete sequence
"
224326,2690008,TIGR,"Borrelia burgdorferi B31 plasmid lp28-2, complete sequence
"
76114,56315884,CR555308.1,"Azoarcus sp. EbN1 plasmid 2
"
497965,306986745,CP002202.1,"Cyanothece sp. PCC 7822 plasmid Cy782204, complete sequence
"
518693,183223725,AM980831.1,"Exiguobacterium arabatum pEspA plasmid
"
498739,224554879,CP001483.1,"Borrelia burgdorferi CA-11.2a plasmid CA-11.2A_cp32-3, complete sequence
"
452802,161761395,CP000756.1,"Vibrio sp. 0908 plasmid p0908, complete sequence
"
343509,84780986,AP008234.1,"Sodalis glossinidius str. 'morsitans' plasmid pSG2, complete sequence
"
445987,224497263,CP001439.1,"Borrelia valaisiana VS116 plasmid VS116_lp17, complete sequence
"
362948,33321051,AF488831.1,"Lactobacillus salivarius UCC118 plasmid pSF118-20, complete sequence
"
2782,2921371,AF034720.1,"Gracilariopsis lemaneiformis plasmid Gle4293, complete sequence
"
558689,205320843,FJ012882.1,"Uncultured bacterium HHV35 plasmid pHHV35, complete sequence
"
400667,126373828,CP000522.1,"Acinetobacter baumannii ATCC 17978 plasmid pAB1, complete sequence
"
1363,171854418,AB290882.1,"Lactococcus garvieae plasmid pKL0018 DNA, complete sequence
"
396595,288945394,CP001906.1,"Thioalkalivibrio sp. K90mix plasmid pTK9001 sequence
"
366394,150030273,CP000739.1,"Sinorhizobium medicae WSM419 plasmid pSMED01, complete genome
"
562,28629230,AF550679.1,"Escherichia coli plasmid p1658/97, complete sequence
"
1585,123967145,EF196093.1,"Lactobacillus delbrueckii subsp. bulgaricus plasmid pDOJ1, complete sequence
"
562,256275461,GQ398086.1,"Escherichia coli plasmid pEC14_114, complete sequence
"
205913,23194406,AF538868.1,"Bifidobacterium longum DJO10A plasmid pDOJH10L, complete sequence
"
445986,216752674,CP001243.1,"Borrelia afzelii ACA-1 plasmid cp32-1, complete sequence
"
1359,16266126,AY026767.1,"Lactococcus lactis subsp. cremoris strain P8-2-47 plasmid pBM02, complete sequence
"
1280,260066063,GQ900511.1,"Staphylococcus aureus plasmid SAP076B replication and maintenance protein (SAP076B_001) gene, complete cds
"
1184,5823346,AF176225.1,"Plectonema boryanum plasmid pPBS1, complete sequence
"
272569,55229304,AY596296.1,"Haloarcula marismortui ATCC 43049 plasmid pNG700, complete sequence
"
300852,55773608,AP008228.1,"Thermus thermophilus HB8 plasmid pTT8 DNA, complete sequence
"
486,83701221,DQ229166.1,"Neisseria lactamica plasmid pNL871104, complete sequence
"
1405,60416564,AJ871638.1,"Bacillus mycoides pDx14.2 plasmid
"
1074919,408434484,HE579070.1,"Staphylococcus aureus subsp. aureus ST228 plasmid pI6T6 complete sequence, isolate 18341
"
438,359691094,AM922326.2,"Acetobacter pasteurianus pGR7 plasmid, strain CCM 3610
"
451708,208658137,CP001169.1,"Bacillus cereus H3081.97 plasmid pH308197_29, complete sequence
"
701045,329331764,GU226194.2,"Streptomyces sp. Y27 plasmid pWTY27, complete sequence
"
1358,76574859,DQ149243.1,"Lactococcus lactis plasmid pSK11B, complete sequence
"
543526,284016690,CP001861.1,"Haloterrigena turkmenica DSM 5511 plasmid pHTUR01, complete sequence
"
1923,924722,U23762.1,"Streptomyces phaeochromogenes plasmid pJV1, complete sequence
"
634459,256656550,AP011175.1,"Acetobacter pasteurianus IFO 3283-12 plasmid pAPA12-050 DNA, complete genome
"
398527,187720305,CP001054.1,"Burkholderia phytofirmans PsJN plasmid pBPHYT01, complete sequence
"
2133,74095438,AJ969073.1,"Spiroplasma citri pSci5 plasmid
"
362948,90821902,CP000234.1,"Lactobacillus salivarius UCC118 plasmid pMP118, complete sequence
"
349123,307588601,GU108604.1,"Lactobacillus reuteri 100-23 plasmid pGT231, complete sequence
"
478009,167728829,AM774419.1,"Halobacterium salinarum R1 plasmid PHS4 complete genome
"
329726,158310884,CP000841.1,"Acaryochloris marina MBIC11017 plasmid pREB4, complete sequence
"
1149135,549806166,HG380023.1,"Acinetobacter baumannii 107m plasmid p1ABIBUN complete genome
"
1428,23534588,AY138808.1,"Bacillus thuringiensis strain 4Q2 plasmid pTX14-2, complete sequence
"
446041,148608625,EF407947.1,"Thermus sp. 4C plasmid pS4C, complete sequence
"
2303,113927850,AB190359.1,"Thermoplasma acidophilum plasmid pTA1 DNA, complete sequence
"
46126,86439157,AM184099.1,"Staphylococcus chromogenes plasmid pLNU1, isolate TS1
"
1280,260066129,GQ900427.1,"Staphylococcus aureus plasmid SAP076A, complete sequence
"
29491,23897244,AJ508383.1,"Aeromonas salmonicida subsp. salmonicida pAsal2 plasmid
"
1282,260066166,GQ900464.1,"Staphylococcus epidermidis plasmid pSK108, complete sequence
"
395961,219867382,CP001346.1,"Cyanothece sp. PCC 7425 plasmid pP742502, complete sequence
"
28188,206584424,EU741249.1,"Capnocytophaga canimorsus strain 7 plasmid pCC7, complete sequence
"
562,353233769,HE603110.1,"Escherichia coli HUSEC41 plasmid pHUSEC41-1 complete sequence
"
215689,310768374,CP002127.1,"Erwinia sp. Ejp617 plasmid pJE03, complete sequence
"
1363,373809338,HE650697.1,"Lactococcus garvieae 21881 plasmid pGL3 complete sequence
"
1617448,770474282,AP014830.1,"Geminocystis sp. NIES-3709 plasmid pGM3709_09 DNA, complete genome
"
630,28302111,AY150843.2,"Yersinia enterocolitica strain A127/90 plasmid pYVa127/90, complete sequence
"
1829,124039571,AB266604.1,"Rhodococcus rhodochrous plasmid pNC500 DNA, complete sequence
"
866345,317179790,AP011942.1,"Helicobacter pylori F30 plasmid pHPF30 DNA, complete genome
"
1718,27657761,AY172684.1,"Corynebacterium glutamicum plasmid pAG3, complete sequence
"
224326,6382302,TIGR,"Borrelia burgdorferi B31 plasmid cp32-8, complete sequence
"
731,24210980,AF546882.1,"Histophilus ovis plasmid p9L, complete sequence
"
762608,297374297,FN822745.1,"Escherichia coli ETEC 1392/75 plasmid p1018 complete sequence
"
1280,260066081,GQ900379.1,"Staphylococcus aureus plasmid SAP014A, complete sequence
"
1914,47179,X69872.1,"S.lavendulae miniplasmid pSLG33 sequence
"
28173,323669017,FP893246.1,"Vibrio nigripulchritudo plasmid VIBNI_pA, complete genome
"
41431,218169684,CP001289.1,"Cyanothece sp. PCC 8801 plasmid pP880102, complete sequence
"
305,3402489,AB015669.1,"Ralstonia solanacearum plasmid pJTPS1 DNA, complete sequence
"
121872,89280780,DQ400913.1,"Haloterrigena thermotolerans strain H13 plasmid pSN, complete sequence
"
1280,90960963,AB255366.1,"Staphylococcus aureus IMCJ1379 plasmid pSA1379 DNA, complete sequence
"
543526,284017614,CP001863.1,"Haloterrigena turkmenica DSM 5511 plasmid pHTUR03, complete sequence
"
758796,636800953,AP014581.1,"Burkholderia sp. RPE67 plasmid p3 DNA, complete genome
"
1686,63109341,DQ011664.1,"Bifidobacterium catenulatum plasmid pBC1, complete sequence
"
247156,54019156,AP006619.1,"Nocardia farcinica IFM 10152 plasmid pNF1 DNA, complete sequence
"
43989,171701669,CP000811.1,"Cyanothece sp. ATCC 51142 plasmid D, complete sequence
"
1502,60417935,AB189671.1,"Clostridium perfringens plasmid pBCNF5603 DNA, complete sequence
"
1280,260066095,GQ900393.1,"Staphylococcus aureus plasmid pWBG751, complete sequence
"
234621,77019969,AP008933.1,"Rhodococcus erythropolis PR4 plasmid pREC2 DNA, complete genome
"
190486,21110864,AE008925.1,"Xanthomonas axonopodis pv. citri str. 306 plasmid pXAC64, complete sequence
"
862719,357425447,FQ311869.1,"Azospirillum lipoferum 4B plasmid AZO_p1 complete genome
"
557760,221163365,CP001153.1,"Rhodobacter sphaeroides KD131 plasmid pRSKD131B, complete sequence
"
78245,154162790,CP000782.1,"Xanthobacter autotrophicus Py2 plasmid pXAUT01, complete sequence
"
1042878,338170382,CP002879.1,"Cupriavidus necator N-1 plasmid pBB1, complete sequence
"
1140,81170305,CP000101.1,"Synechococcus elongatus PCC 7942 plasmid 1, complete sequence
"
1351,268309136,GU046453.1,"Enterococcus faecalis strain E99 plasmid pBEE99, complete sequence
"
445986,216752909,CP001247.1,"Borrelia afzelii ACA-1 plasmid lp54, complete sequence
"
28110,212551905,EU850812.1,"Francisella philomiragia plasmid pF242, complete sequence
"
311402,221739573,CP000639.1,"Agrobacterium vitis S4 plasmid pAtS4a, complete sequence
"
573059,311235385,CP002298.1,"Desulfovibrio vulgaris RCH1 plasmid pDEVAL01, complete sequence
"
1140,47059642,AF441790.2,"Synechococcus elongatus PCC 7942 plasmid pANL, complete sequence
"
624,14571868,AF282884.1,"Shigella sonnei plasmid ColJs, complete sequence
"
562,37695737,AF401292.1,"Escherichia coli O157:H- plasmid pSFO157, complete sequence
"
882,46447666,AE017286.1,"Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough plasmid pDV, complete sequence
"
862719,357426922,FQ311871.1,"Azospirillum lipoferum 4B plasmid AZO_p3 complete genome
"
476210,225546732,CP001529.1,"Borrelia burgdorferi 118a plasmid 118a_lp28-5, complete sequence
"
314723,106534303,CP000280.1,"Borrelia hermsii DAH plasmid fragment 1051L, complete sequence
"
243232,1500644,L77118.1,"Methanocaldococcus jannaschii DSM 2661 large extra-chromosomal element, complete sequence
"
515620,238873439,CP001106.1,"Eubacterium eligens ATCC 27750 plasmid, complete sequence
"
1401642,602616483,HG428759.1,"Salmonella enterica subsp. enterica serovar Typhimurium plasmid pSTM709 DNA, complete genome
"
386656,145212960,CP000670.1,"Yersinia pestis Pestoides F plasmid MT, complete sequence
"
303,90567897,AB237655.1,"Pseudomonas putida plasmid NAH7 DNA, complete sequence, strain:G7
"
486408,199631636,Fonterra,"Lactobacillus rhamnosus HN001 plasmid pLR001, complete sequence
"
211595,27464465,AF527822.1,"Enterobacter sp. RFL1396 plasmid pEsp1396, complete sequence
"
272630,240012886,CP001512.1,"Methylobacterium extorquens AM1 plasmid p1META1, complete sequence
"
630,168218348,AM905950.1,"Yersinia enterocolitica plasmid pYE854, strain 29854
"
